Notes	2013 Urbanization	2013 Urbanization Code	Infant Age Groups	Infant Age Groups Code	UCD - ICD-10 130 Cause List (Infants)	UCD - ICD-10 130 Cause List (Infants) Code	Deaths	Population	Crude Rate
	Micropolitan (non-metro)	5	28-364 days	28-364d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	11	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	10	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	166	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	13	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	153	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	74	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	79	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	24	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Birth asphyxia (P21)	GR130-095	22	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Respiratory distress of newborn (P22)	GR130-096	46	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	310	5742486	0.1
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Congenital pneumonia (P23)	GR130-098	14	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	246	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Atelectasis (P28.0-P28.1)	GR130-103	22	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Infections specific to the perinatal period (P35-P39)	GR130-105	68	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Bacterial sepsis of newborn (P36)	GR130-106	40	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	28	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	18	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	18	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	64	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	14	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	66	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	2368	5742486	0.4
	Micropolitan (non-metro)	5	28-364 days	28-364d	Congenital hydrocephalus (Q03)	GR130-120	61	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	157	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Congenital malformations of heart (Q20-Q24)	GR130-123	1046	5742486	0.2
	Micropolitan (non-metro)	5	28-364 days	28-364d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	143	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	78	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	65	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	31	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	183	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Down's syndrome (Q90)	GR130-129	65	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	147	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	50	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	223	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	104	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	5498	5742486	1
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Sudden infant death syndrome (R95)	GR130-135	4010	5742486	0.7
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	1488	5742486	0.3
	Micropolitan (non-metro)	5	28-364 days	28-364d	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	26	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	2528	5742486	0.4
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	1863	5742486	0.3
	Micropolitan (non-metro)	5	28-364 days	28-364d	Transport accidents (V01-V99)	GR130-140	259	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	255	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Falls (W00-W19)	GR130-143	30	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Accidental drowning and submersion (W65-W74)	GR130-145	107	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Accidental suffocation and strangulation in bed (W75)	GR130-146	873	5742486	0.2
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	299	5742486	0.1
	Micropolitan (non-metro)	5	28-364 days	28-364d	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	107	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	71	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	33	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	84	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	493	5742486	0.1
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	38	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	15	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	144	5742486	0
	Micropolitan (non-metro)	5	28-364 days	28-364d	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	296	5742486	0.1
	Micropolitan (non-metro)	5	28-364 days	28-364d	#Complications of medical and surgical care (Y40-Y84)	GR130-157	18	5742486	Unreliable
	Micropolitan (non-metro)	5	28-364 days	28-364d	Other external causes (Y10-Y36)	GR130-158	154	5742486	0
	NonCore (non-metro)	6	< 1 day	1d	Neoplasms (C00-D48)	GR130-023	23	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	18	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	14	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	Diseases of the nervous system (G00-G98)	GR130-039	13	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	13	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	#Diseases of the circulatory system (I00-I99)	GR130-046	45	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	16	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	Cardiomyopathy (I42)	GR130-049	10	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	15	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	11	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	Diseases of the digestive system (K00-K92)	GR130-063	35	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	25	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Diseases of the genitourinary system (N00-N95)	GR130-067	15	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	12	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	7541	3837310	2
	NonCore (non-metro)	6	< 1 day	1d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	2228	3837310	0.6
	NonCore (non-metro)	6	< 1 day	1d	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	53	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	67	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	1157	3837310	0.3
	NonCore (non-metro)	6	< 1 day	1d	Newborn affected by incompetent cervix (P01.0)	GR130-075	304	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	534	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	Newborn affected by multiple pregnancy (P01.5)	GR130-077	133	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	186	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	827	3837310	0.2
	NonCore (non-metro)	6	< 1 day	1d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	451	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	47	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Newborn affected by chorioamnionitis (P02.7)	GR130-082	326	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	100	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	24	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	3380	3837310	0.9
	NonCore (non-metro)	6	< 1 day	1d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	36	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	3344	3837310	0.9
	NonCore (non-metro)	6	< 1 day	1d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	2458	3837310	0.6
	NonCore (non-metro)	6	< 1 day	1d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	886	3837310	0.2
	NonCore (non-metro)	6	< 1 day	1d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	160	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Intrauterine hypoxia (P20)	GR130-094	51	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Birth asphyxia (P21)	GR130-095	109	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Respiratory distress of newborn (P22)	GR130-096	286	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	471	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	#Congenital pneumonia (P23)	GR130-098	12	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	#Neonatal aspiration syndromes (P24)	GR130-099	45	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	50	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	14	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	#Atelectasis (P28.0-P28.1)	GR130-103	302	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	42	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Infections specific to the perinatal period (P35-P39)	GR130-105	142	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Bacterial sepsis of newborn (P36)	GR130-106	107	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	35	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	80	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	49	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Hematological disorders (P60-P61)	GR130-113	25	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	104	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	677	3837310	0.2
	NonCore (non-metro)	6	< 1 day	1d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	2310	3837310	0.6
	NonCore (non-metro)	6	< 1 day	1d	Anencephaly and similar malformations (Q00)	GR130-119	301	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	Congenital hydrocephalus (Q03)	GR130-120	25	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Spina bifida (Q05)	GR130-121	10	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	91	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Congenital malformations of heart (Q20-Q24)	GR130-123	170	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	16	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	318	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	12	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	432	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	221	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	Down's syndrome (Q90)	GR130-129	17	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	149	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	100	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	371	3837310	0.1
	NonCore (non-metro)	6	< 1 day	1d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	77	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	77	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	70	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	40	3837310	0
	NonCore (non-metro)	6	< 1 day	1d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	14	3837310	Unreliable
	NonCore (non-metro)	6	< 1 day	1d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	19	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	12	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	10	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	57	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	13	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	41	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Diseases of the nervous system (G00-G98)	GR130-039	20	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	14	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	#Diseases of the circulatory system (I00-I99)	GR130-046	58	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	20	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Cardiomyopathy (I42)	GR130-049	11	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Cerebrovascular diseases (I60-I69)	GR130-051	11	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	16	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Diseases of the digestive system (K00-K92)	GR130-063	25	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	12	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Diseases of the genitourinary system (N00-N95)	GR130-067	40	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	40	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	2198	3837310	0.6
	NonCore (non-metro)	6	1-6 days	1-6d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	209	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	23	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	58	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	29	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Newborn affected by multiple pregnancy (P01.5)	GR130-077	11	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	12	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	99	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	71	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	14	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Newborn affected by chorioamnionitis (P02.7)	GR130-082	13	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	17	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	299	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	22	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	277	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	243	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	34	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Birth trauma (P10-P15)	GR130-092	23	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	169	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Intrauterine hypoxia (P20)	GR130-094	51	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Birth asphyxia (P21)	GR130-095	118	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Respiratory distress of newborn (P22)	GR130-096	296	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	314	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	#Congenital pneumonia (P23)	GR130-098	14	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	#Neonatal aspiration syndromes (P24)	GR130-099	28	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	49	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	144	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Atelectasis (P28.0-P28.1)	GR130-103	66	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	13	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Infections specific to the perinatal period (P35-P39)	GR130-105	202	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	#Bacterial sepsis of newborn (P36)	GR130-106	185	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	17	3837310	Unreliable
	NonCore (non-metro)	6	1-6 days	1-6d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	310	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	267	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	#Hematological disorders (P60-P61)	GR130-113	32	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	40	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	46	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	285	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	1021	3837310	0.3
	NonCore (non-metro)	6	1-6 days	1-6d	Anencephaly and similar malformations (Q00)	GR130-119	60	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	57	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Congenital malformations of heart (Q20-Q24)	GR130-123	261	3837310	0.1
	NonCore (non-metro)	6	1-6 days	1-6d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	50	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	115	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	82	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	105	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	108	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	69	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	63	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	25	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	94	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	#Sudden infant death syndrome (R95)	GR130-135	38	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	56	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	33	3837310	0
